calories,carbs,category,fat,name,restaurant
760,45,Original Bacon Double Cheeseburger,45,Original Bacon Double Cheeseburger,A&W Restaurants
340,26,Coney (Chili) Dog,20,Coney (Chili) Dog,A&W Restaurants
370,49,Chili Fries,15,Chili Fries,A&W Restaurants
670,90,Strawberry Milkshake (small),29,Strawberry Milkshake (small),A&W Restaurants
820,150,A&W® Root Beer Freeze (large),18,A&W® Root Beer Freeze (large),A&W Restaurants
340,57,Caramel Sundae,9,Caramel Sundae,A&W Restaurants
420,86,Strawberry Banana Smoothee,6,Strawberry Banana Smoothee,A&W Restaurants
1010,152,Chocolate Fudge Blendrrr,59,Chocolate Fudge Blendrrr,A&W Restaurants
420,105,Strawberry Limeade,0,Strawberry Limeade,A&W Restaurants
270,73,Watermelon Slushee,0,Watermelon Slushee,A&W Restaurants
480,119,Lime Slushee,0,Lime Slushee,A&W Restaurants
880,232,A&W® Root Beer,0,A&W® Root Beer,A&W Restaurants
420,37,Cheeseburger,21,Cheeseburger,A&W Restaurants
310,45,French Fries (Regular),12,French Fries (Regular),A&W Restaurants
1140,54,Cheese Curds (Large),80,Cheese Curds (Large),A&W Restaurants
700,100,Chocolate Milkshake (small),29,Chocolate Milkshake (small),A&W Restaurants
450,108,Orange Freeze (small),8,Orange Freeze (small),A&W Restaurants
170,30,A&W® Diet Root Beer Float (small),5,A&W® Diet Root Beer Float (small),A&W Restaurants
610,121,Strawberry Smoothee,10,Strawberry Smoothee,A&W Restaurants
140,38,Limeade,0,Limeade,A&W Restaurants
340,90,Cherry Limeade,0,Cherry Limeade,A&W Restaurants
330,82,Lemon Slushee,0,Lemon Slushee,A&W Restaurants
570,142,Blue Raspberry Slushee,0,Blue Raspberry Slushee,A&W Restaurants
0,0,A&W® Diet Root Beer,0,A&W® Diet Root Beer,A&W Restaurants
400,31,Grilled Chicken Sandwich,15,Grilled Chicken Sandwich,A&W Restaurants
430,61,French Fries (Large),17,French Fries (Large),A&W Restaurants
190,22,Chili,6,Chili,A&W Restaurants
880,125,Chocolate Milkshake (medium),36,Chocolate Milkshake (medium),A&W Restaurants
600,142,Orange Freeze (medium),10,Orange Freeze (medium),A&W Restaurants
170,30,A&W® Diet Root Beer Float (medium),5,A&W® Diet Root Beer Float (medium),A&W Restaurants
610,137,Orange Float (large),9,Orange Float (large),A&W Restaurants
700,103,Reese's® Peanut Butter Fudge Blendrrr,41,Reese's® Peanut Butter Fudge Blendrrr,A&W Restaurants
210,55,Limeade,0,Limeade,A&W Restaurants
530,138,Cherry Limeade,0,Cherry Limeade,A&W Restaurants
440,110,Lemon Slushee,0,Lemon Slushee,A&W Restaurants
740,182,Blue Raspberry Slushee,0,Blue Raspberry Slushee,A&W Restaurants
0,0,A&W® Diet Root Beer,0,A&W® Diet Root Beer,A&W Restaurants
680,44,Original Double Cheeseburger,38,Original Double Cheeseburger,A&W Restaurants
380,28,Coney (Chili) Cheese Dog,23,Coney (Chili) Cheese Dog,A&W Restaurants
350,45,Breaded Onion Rings (Regular),16,Breaded Onion Rings (Regular),A&W Restaurants
840,113,Strawberry Milkshake (medium),36,Strawberry Milkshake (medium),A&W Restaurants
260,39,A&W® Diet Root Beer Freeze (small),8,A&W® Diet Root Beer Freeze (small),A&W Restaurants
330,70,A&W® Root Beer Float (small),5,A&W® Root Beer Float (small),A&W Restaurants
680,137,Strawberry Banana Smoothee,10,Strawberry Banana Smoothee,A&W Restaurants
340,56,Oreo® Cookies & Cream Blendrrr,12,Oreo® Cookies & Cream Blendrrr,A&W Restaurants
560,143,Strawberry Limeade,0,Strawberry Limeade,A&W Restaurants
360,99,Watermelon Slushee,0,Watermelon Slushee,A&W Restaurants
770,188,Lime Slushee,0,Lime Slushee,A&W Restaurants
1760,464,A&W® Root Beer,0,A&W® Root Beer,A&W Restaurants
470,38,Papa Single Burger,25,Papa Single Burger,A&W Restaurants
310,23,Hot Dog (plain),19,Hot Dog (plain),A&W Restaurants
390,50,Cheese Fries,18,Cheese Fries,A&W Restaurants
740,97,Reese's® Polar Swirl®,31,Reese's® Polar Swirl®,A&W Restaurants
480,89,A&W® Root Beer Freeze (medium),10,A&W® Root Beer Freeze (medium),A&W Restaurants
350,54,Hot Fudge Sundae,11,Hot Fudge Sundae,A&W Restaurants
390,78,Strawberry Banana Smoothee,6,Strawberry Banana Smoothee,A&W Restaurants
560,92,Chocolate Fudge Blendrrr,32,Chocolate Fudge Blendrrr,A&W Restaurants
290,75,Strawberry Limeade,0,Strawberry Limeade,A&W Restaurants
900,224,Cherry Slushee,0,Cherry Slushee,A&W Restaurants
380,94,Lime Slushee,0,Lime Slushee,A&W Restaurants
440,116,A&W® Root Beer,0,A&W® Root Beer,A&W Restaurants
530,39,Original Bacon Cheeseburger ,30,Original Bacon Cheeseburger ,A&W Restaurants
350,26,Cheese Dog,22,Cheese Dog,A&W Restaurants
480,62,Breaded Onion Rings (Large),27,Breaded Onion Rings (Large),A&W Restaurants
720,97,Vanilla Milkshake (small),31,Vanilla Milkshake (small),A&W Restaurants
340,53,A&W® Diet Root Beer Freeze (medium),10,A&W® Diet Root Beer Freeze (medium),A&W Restaurants
350,77,A&W® Root Beer Float (medium),5,A&W® Root Beer Float (medium),A&W Restaurants
360,70,Strawberry Smoothee,6,Strawberry Smoothee,A&W Restaurants
430,72,Oreo® Cookies & Cream Blendrrr,15,Oreo® Cookies & Cream Blendrrr,A&W Restaurants
190,51,Cherry Limeade,0,Cherry Limeade,A&W Restaurants
460,124,Watermelon Slushee,0,Watermelon Slushee,A&W Restaurants
270,67,Blue Raspberry Slushee,0,Blue Raspberry Slushee,A&W Restaurants
0,0,A&W® Diet Root Beer,0,A&W® Diet Root Beer,A&W Restaurants
380,33,Hamburger,19,Hamburger,A&W Restaurants
200,28,French Fries (Small/ Kids),8,French Fries (Small/ Kids),A&W Restaurants
570,27,Cheese Curds (Regular),40,Cheese Curds (Regular),A&W Restaurants
900,121,Vanilla Milkshake (medium,39,Vanilla Milkshake (medium,A&W Restaurants
600,92,A&W® Diet Root Beer Freeze (large),18,A&W® Diet Root Beer Freeze (large),A&W Restaurants
640,136,A&W® Root Beer Float (large),10,A&W® Root Beer Float (large),A&W Restaurants
370,74,Strawberry Smoothee,6,Strawberry Smoothee,A&W Restaurants
650,109,Oreo® Cookies & Cream Blendrrr,21,Oreo® Cookies & Cream Blendrrr,A&W Restaurants
300,79,Cherry Limeade,0,Cherry Limeade,A&W Restaurants
720,197,Watermelon Slushee,0,Watermelon Slushee,A&W Restaurants
370,91,Blue Raspberry Slushee,0,Blue Raspberry Slushee,A&W Restaurants
0,0,A&W® Diet Root Beer,0,A&W® Diet Root Beer,A&W Restaurants
500,32,Chicken Strips- 3 pieces,29,Chicken Strips- 3 pieces,A&W Restaurants
280,32,Corn Dog Nuggets® (Regular),13,Corn Dog Nuggets® (Regular),A&W Restaurants
710,107,M&M's® Polar Swirl®,25,M&M's® Polar Swirl®,A&W Restaurants
260,41,Vanilla Cone (large),7,Vanilla Cone (large),A&W Restaurants
300,47,Strawberry Sundae,8,Strawberry Sundae,A&W Restaurants
480,104,Pineapple Banana Smoothee,6,Pineapple Banana Smoothee,A&W Restaurants
1360,203,Reese's® Peanut Butter Fudge Blendrrr,79,Reese's® Peanut Butter Fudge Blendrrr,A&W Restaurants
390,103,Limeade,0,Limeade,A&W Restaurants
450,112,Cherry Slushee,0,Cherry Slushee,A&W Restaurants
890,221,Lemon Slushee,0,Lemon Slushee,A&W Restaurants
220,58,A&W® Root Beer,0,A&W® Root Beer,A&W Restaurants
0,0,A&W® Diet Root Beer,0,A&W® Diet Root Beer,A&W Restaurants
550,52,Crispy Chicken Sandwich,25,Crispy Chicken Sandwich,A&W Restaurants
180,20,Corn Dog Nuggets® (Small/ Kids),8,Corn Dog Nuggets® (Small/ Kids),A&W Restaurants
170,2,Extra Burger Patty,12,Extra Burger Patty,A&W Restaurants
200,32,Vanilla Cone (regular),5,Vanilla Cone (regular),A&W Restaurants
970,223,Orange Freeze (medium),18,Orange Freeze (medium),A&W Restaurants
350,60,A&W® Diet Root Beer Float (large),10,A&W® Diet Root Beer Float (large),A&W Restaurants
400,85,Pineapple Banana Smoothee,6,Pineapple Banana Smoothee,A&W Restaurants
710,108,Reese's® Peanut Butter Fudge Blendrrr,41,Reese's® Peanut Butter Fudge Blendrrr,A&W Restaurants
250,66,Limeade,0,Limeade,A&W Restaurants
330,83,Cherry Slushee,0,Cherry Slushee,A&W Restaurants
560,139,Lemon Slushee,0,Lemon Slushee,A&W Restaurants
160,43,A&W® Root Beer,0,A&W® Root Beer,A&W Restaurants
0,0,A&W® Diet Root Beer,0,A&W® Diet Root Beer,A&W Restaurants
690,44,Papa Burger®,39,Papa Burger®,A&W Restaurants
340,34,Crunchy Shrimp,19,Crunchy Shrimp,A&W Restaurants
410,52,Chili Cheese Fries,17,Chili Cheese Fries,A&W Restaurants
690,107,Oreo® Polar Swirl®,24,Oreo® Polar Swirl®,A&W Restaurants
370,68,A&W® Root Beer Freeze (small),8,A&W® Root Beer Freeze (small),A&W Restaurants
320,53,Chocolate Sundae,8,Chocolate Sundae,A&W Restaurants
750,160,Pineapple Banana Smoothee,10,Pineapple Banana Smoothee,A&W Restaurants
490,68,Chocolate Fudge Blendrrr,30,Chocolate Fudge Blendrrr,A&W Restaurants
230,58,Strawberry Limeade,0,Strawberry Limeade,A&W Restaurants
570,141,Cherry Slushee,0,Cherry Slushee,A&W Restaurants
280,69,Lime Slushee,0,Lime Slushee,A&W Restaurants
270,72,A&W® Root Beer,0,A&W® Root Beer,A&W Restaurants
180,12,Applebee’s House Salad (without dressing),15,Applebee’s House Salad (without dressing),Applebee's
430,42,Baked Potato,28,Baked Potato,Applebee's
1110,83,"Boneless Wings, Southern BBQ",55,"Boneless Wings, Southern BBQ",Applebee's
580,40,"Bruschetta Chicken Salad, Half w/o dressing ",30,"Bruschetta Chicken Salad, Half w/o dressing ",Applebee's
1130,85,Cheese Quesadilla Grande,87,Cheese Quesadilla Grande,Applebee's
1440,107,Chicken Fettuccine Carbonara ,82,Chicken Fettuccine Carbonara ,Applebee's
140,12,Chicken Tortilla Soup,7,Chicken Tortilla Soup,Applebee's
1150,77,Classic Club House Grill,67,Classic Club House Grill,Applebee's
530,63,"Crunchy Onion Rings, Side",28,"Crunchy Onion Rings, Side",Applebee's
260,16,French Onion Soup ,14,French Onion Soup ,Applebee's
255,64,Frozen Lemonades,0,Frozen Lemonades,Applebee's
260,20,Grilled Shrimp ‘N Spinach Salad,15,Grilled Shrimp ‘N Spinach Salad,Applebee's
230,11,"Grilled Steak Caesar, Half w/o dressing",10,"Grilled Steak Caesar, Half w/o dressing",Applebee's
250,0,House Sirloin,12,House Sirloin,Applebee's
80,20,Kids Grape Juice (6.75 oz),0,Kids Grape Juice (6.75 oz),Applebee's
390,23,Kids Mini Hamburger – 1,27,Kids Mini Hamburger – 1,Applebee's
330,49,Kids Vanilla Sundae with Hershey’s Syrup,14,Kids Vanilla Sundae with Hershey’s Syrup,Applebee's
420,25,Oriental Chicken Salad,29,Oriental Chicken Salad,Applebee's
820,72,"Pecan-Crusted Chicken Salad, Half",48,"Pecan-Crusted Chicken Salad, Half",Applebee's
1330,114,Queso Blanco,82,Queso Blanco,Applebee's
870,52,"Santa Fe Chicken Salad, Regular w/o dressing",56,"Santa Fe Chicken Salad, Regular w/o dressing",Applebee's
1430,150,Sizzling Skillet Fajitas - Combo,60,Sizzling Skillet Fajitas - Combo,Applebee's
1525,124,Spinach & Artichoke Dip,102,Spinach & Artichoke Dip,Applebee's
450,73,Teriyaki Chicken Pasta ,8,Teriyaki Chicken Pasta ,Applebee's
650,44,Trios Chicken Quesadilla Grande,47,Trios Chicken Quesadilla Grande,Applebee's
560,41,Trios Spinach Artichoke Dip,39,Trios Spinach Artichoke Dip,Applebee's
310,48,Weight Watchers® Spicy Pineapple Glazed Shrimp & Spinach ,5,Weight Watchers® Spicy Pineapple Glazed Shrimp & Spinach ,Applebee's
180,12,Applebee’s House Salad,15,Applebee’s House Salad,Applebee's
750,50,Bacon Cheese Chicken Grill,33,Bacon Cheese Chicken Grill,Applebee's
1170,67,"Boneless Wings, Hot Buffalo",69,"Boneless Wings, Hot Buffalo",Applebee's
740,45,"Bruschetta Chicken Salad, Half ",44,"Bruschetta Chicken Salad, Half ",Applebee's
970,60,California Turkey Club,55,California Turkey Club,Applebee's
560,45,Chicken Fajita Rollup,41,Chicken Fajita Rollup,Applebee's
180,18,Chicken Tortilla Soup,8,Chicken Tortilla Soup,Applebee's
290,16,Clam Chowder,20,Clam Chowder,Applebee's
1290,181,Crunchy Onion Rings,56,Crunchy Onion Rings,Applebee's
590,50,French Dip Sliders,36,French Dip Sliders,Applebee's
390,53,"Fries, Side",18,"Fries, Side",Applebee's
470,30,Grilled Dijon Chicken & Portobellos ,16,Grilled Dijon Chicken & Portobellos ,Applebee's
460,13,"Grilled Steak Caesar, Half",34,"Grilled Steak Caesar, Half",Applebee's
310,0,House Sirloin,13,House Sirloin,Applebee's
230,16,Kids Fried Shrimp,14,Kids Fried Shrimp,Applebee's
740,47,Kids Mini Cheeseburgers – 2,46,Kids Mini Cheeseburgers – 2,Applebee's
230,24,Kids Vanilla Sundae,14,Kids Vanilla Sundae,Applebee's
1160,121,Oriental Chicken Rollup,60,Oriental Chicken Rollup,Applebee's
590,58,"Oriental Grilled Chicken Salad, Regular w/o dressing",19,"Oriental Grilled Chicken Salad, Regular w/o dressing",Applebee's
1240,44,Quesadilla Burger,103,Quesadilla Burger,Applebee's
1240,58,"Santa Fe Chicken Salad, Regular",93,"Santa Fe Chicken Salad, Regular",Applebee's
1370,149,Sizzling Skillet Fajitas - Chicken,52,Sizzling Skillet Fajitas - Chicken,Applebee's
1610,125,Spicy Chili Cheese Nachos,103,Spicy Chili Cheese Nachos,Applebee's
1090,90,Stuffed Meatball Sandwich,58,Stuffed Meatball Sandwich,Applebee's
880,55,Trios Cheeseburger Sliders,59,Trios Cheeseburger Sliders,Applebee's
520,40,Trios Spicy Queso Blanco,33,Trios Spicy Queso Blanco,Applebee's
340,6,Weight Watchers® Paradise Chicken Salad ,4,Weight Watchers® Paradise Chicken Salad ,Applebee's
2375,169,Appetizer Sampler,162,Appetizer Sampler,Applebee's
1115,92,Applebee’s Riblets Basket  ,55,Applebee’s Riblets Basket  ,Applebee's
190,21,Black Bean Soup,9,Black Bean Soup,Applebee's
290,22,Breadstick,19,Breadstick,Applebee's
1170,95,Cajun Shrimp Pasta ,69,Cajun Shrimp Pasta ,Applebee's
1330,83,Cheeseburger Sliders with Applewood Smoked Bacon,87,Cheeseburger Sliders with Applewood Smoked Bacon,Applebee's
110,11,Chicken Noodle Soup,3,Chicken Noodle Soup,Applebee's
1680,134,Chili Cheese Nachos,107,Chili Cheese Nachos,Applebee's
660,25,"Classic Wings, Southern BBQ",35,"Classic Wings, Southern BBQ",Applebee's
935,88,Double-Glazed Baby Back Ribs - Half Rack  ,49,Double-Glazed Baby Back Ribs - Half Rack  ,Applebee's
310,12,"Fried Chicken Salad, Half w/o dressing",23,"Fried Chicken Salad, Half w/o dressing",Applebee's
180,10,"Grilled Chicken Caesar, Half w/o dressing ",5,"Grilled Chicken Caesar, Half w/o dressing ",Applebee's
680,20,"Grilled Shrimp ‘N Spinach Salad, Regular w/o dressing",51,"Grilled Shrimp ‘N Spinach Salad, Regular w/o dressing",Applebee's
1570,108,Hand-Battered Fish & Chips ,106,Hand-Battered Fish & Chips ,Applebee's
220,5,Kids Celery side with Dressing,22,Kids Celery side with Dressing,Applebee's
330,31,Kids Hot Dog,18,Kids Hot Dog,Applebee's
360,43,Kids OREO® Cookie Sundae,19,Kids OREO® Cookie Sundae,Applebee's
800,67,Margherita Chicken ,30,Margherita Chicken ,Applebee's
680,50,"Oriental Chicken Salad, Regular w/o dressing",41,"Oriental Chicken Salad, Regular w/o dressing",Applebee's
1130,70,Philly Burger,67,Philly Burger,Applebee's
1295,103,Riblet and Chicken Tenders Basket ,73,Riblet and Chicken Tenders Basket ,Applebee's
500,31,Signature Sirloin with Garlic Herb Shrimp,21,Signature Sirloin with Garlic Herb Shrimp,Applebee's
1050,49,Sizzling Steak & Cheese,65,Sizzling Steak & Cheese,Applebee's
600,37,Steak & Honey BBQ Chicken Combo,15,Steak & Honey BBQ Chicken Combo,Applebee's
1120,89,Toasted Garlic Bread Basket ,78,Toasted Garlic Bread Basket ,Applebee's
620,58,"Trios Boneless Wings, Honey BBQ",28,"Trios Boneless Wings, Honey BBQ",Applebee's
330,13,"Trios Classic Wings, Southern BBQ",17,"Trios Classic Wings, Southern BBQ",Applebee's
820,97,Triple Chocolate Meltdown® ,48,Triple Chocolate Meltdown® ,Applebee's
495,45,Wonton Tacos,23,Wonton Tacos,Applebee's
630,33,"Apple Walnut Chicken Salad, Half",43,"Apple Walnut Chicken Salad, Half",Applebee's
1705,134,Applebee’s Riblets Platter  ,86,Applebee’s Riblets Platter  ,Applebee's
740,54,Blackened Tilapia Sandwich,42,Blackened Tilapia Sandwich,Applebee's
340,19,Broccoli Cheddar Soup,26,Broccoli Cheddar Soup,Applebee's
500,16,"California Shrimp Salad, Half ",42,"California Shrimp Salad, Half ",Applebee's
350,28,Cheesy Corn ,20,Cheesy Corn ,Applebee's
1690,130,Chicken Parmesan Stack ,95,Chicken Parmesan Stack ,Applebee's
960,106,Chips and Spicy Chipotle Lime Salsa,53,Chips and Spicy Chipotle Lime Salsa,Applebee's
690,32,"Classic Wings, Sweet & spicy sauce",35,"Classic Wings, Sweet & spicy sauce",Applebee's
1160,94,Fiesta Lime Chicken® ,67,Fiesta Lime Chicken® ,Applebee's
980,50,"Fried Chicken Salad, Regular",79,"Fried Chicken Salad, Regular",Applebee's
820,25,"Grilled Chicken Caesar, Regular ",57,"Grilled Chicken Caesar, Regular ",Applebee's
860,63,Hand-Battered Fish Sandwich,58,Hand-Battered Fish Sandwich,Applebee's
550,44,Kids Cheese Pizza,31,Kids Cheese Pizza,Applebee's
350,45,Kids Hot Fudge Sundae,18,Kids Hot Fudge Sundae,Applebee's
360,60,Kids Pasta with Marinara Sauce,7,Kids Pasta with Marinara Sauce,Applebee's
940,84,Mozzarella Sticks,48,Mozzarella Sticks,Applebee's
430,36,Oriental Grilled Chicken Salad,21,Oriental Grilled Chicken Salad,Applebee's
820,68,Pork Wonton Tacos,41,Pork Wonton Tacos,Applebee's
1800,136,Riblet and Chicken Tenders Platter ,101,Riblet and Chicken Tenders Platter ,Applebee's
900,145,Sizzling Apple Pie ,33,Sizzling Apple Pie ,Applebee's
980,101,Slow Simmered Tender Beef Sandwich,50,Slow Simmered Tender Beef Sandwich,Applebee's
985,39,Steak & Riblets Combo,49,Steak & Riblets Combo,Applebee's
220,22,Tomato Basil Soup,13,Tomato Basil Soup,Applebee's
590,33,"Trios Boneless Wings, Hot Buffalo",35,"Trios Boneless Wings, Hot Buffalo",Applebee's
350,16,"Trios Classic Wings, Sweet & spicy sauce",18,"Trios Classic Wings, Sweet & spicy sauce",Applebee's
550,60,Veggie Burger,22,Veggie Burger,Applebee's
1150,76,Zesty Ranch Chicken Sandwich,73,Zesty Ranch Chicken Sandwich,Applebee's
130,59,Applebee’s Limeades,0,Applebee’s Limeades,Applebee's
420,27,Baked Potato Soup,32,Baked Potato Soup,Applebee's
1150,90,"Boneless Wings, Sweet & spicy sauce",55,"Boneless Wings, Sweet & spicy sauce",Applebee's
1110,67,"Bruschetta Chicken Salad, Regular ",66,"Bruschetta Chicken Salad, Regular ",Applebee's
940,52,Cheeseburger,58,Cheeseburger,Applebee's
1230,112,Chicken Fried Chicken ,59,Chicken Fried Chicken ,Applebee's
310,10,Chili,26,Chili,Applebee's
710,8,"Classic Wings, Classic Buffalo",49,"Classic Wings, Classic Buffalo",Applebee's
915,109,Decadent Shakes,46,Decadent Shakes,Applebee's
90,24,"Fresh Fruit, Side",0,"Fresh Fruit, Side",Applebee's
690,61,Garlic Herb Salmon ,29,Garlic Herb Salmon ,Applebee's
620,33,"Grilled Shrimp ‘N Spinach Salad, Half",44,"Grilled Shrimp ‘N Spinach Salad, Half",Applebee's
910,25,"Grilled Steak Caesar, Regular",68,"Grilled Steak Caesar, Regular",Applebee's
140,0,Kids 4oz Sirloin Steak,7,Kids 4oz Sirloin Steak,Applebee's
610,51,Kids Grilled Cheese (Hawaiian bread),36,Kids Grilled Cheese (Hawaiian bread),Applebee's
660,46,Kids Mini Hamburger – 2,40,Kids Mini Hamburger – 2,Applebee's
500,42,Loaded Baked Potato  ,35,Loaded Baked Potato  ,Applebee's
670,42,"Oriental Chicken Salad, Half",49,"Oriental Chicken Salad, Half",Applebee's
580,53,"Pecan-Crusted Chicken Salad, Half w/o dressing",31,"Pecan-Crusted Chicken Salad, Half w/o dressing",Applebee's
1440,118,Queso Blanco with chili,89,Queso Blanco with chili,Applebee's
42,8,"Seasonal Vegetables, Side",0,"Seasonal Vegetables, Side",Applebee's
1400,151,Sizzling Skillet Fajitas - Shrimp,65,Sizzling Skillet Fajitas - Shrimp,Applebee's
230,19,Spinach Salad,15,Spinach Salad,Applebee's
440,74,Teriyaki Shrimp Pasta ,8,Teriyaki Shrimp Pasta ,Applebee's
130,4,Topper - Sautéed Garlic Mushrooms,12,Topper - Sautéed Garlic Mushrooms,Applebee's
360,4,"Trios Classic Wings, Classic Buffalo",24,"Trios Classic Wings, Classic Buffalo",Applebee's
560,37,Trios Steak Quesadilla Towers,38,Trios Steak Quesadilla Towers,Applebee's
380,32,Weight Watchers® Steak & Potato Salad ,12,Weight Watchers® Steak & Potato Salad ,Applebee's
230,2,Add Grilled Shrimp ,17,Add Grilled Shrimp ,Applebee's
630,25,Applebee’s Reuben,47,Applebee’s Reuben,Applebee's
1030,90,BBQ Pulled Pork Sliders,48,BBQ Pulled Pork Sliders,Applebee's
760,35,Bourbon Street Steak,44,Bourbon Street Steak,Applebee's
220,8,Caesar Salad,19,Caesar Salad,Applebee's
1330,83,Cheeseburger Sliders add bacon,87,Cheeseburger Sliders add bacon,Applebee's
160,17,Chicken Noodle Soup,4,Chicken Noodle Soup,Applebee's
550,59,"Chili Cheese Fries, Side",33,"Chili Cheese Fries, Side",Applebee's
720,9,"Classic Wings, Hot Buffalo",49,"Classic Wings, Hot Buffalo",Applebee's
1345,95,Double-Glazed Baby Back Ribs  ,72,Double-Glazed Baby Back Ribs  ,Applebee's
530,26,"Fried Chicken Salad, Half",42,"Fried Chicken Salad, Half",Applebee's
410,12,"Grilled Chicken Caesar, Half",29,"Grilled Chicken Caesar, Half",Applebee's
1010,63,"Grilled Shrimp ‘N Spinach Salad, Regular",69,"Grilled Shrimp ‘N Spinach Salad, Regular",Applebee's
790,50,Hamburger,46,Hamburger,Applebee's
50,27,Kids Applesauce side,0,Kids Applesauce side,Applebee's
230,23,Kids Grilled Chicken Sandwich,5,Kids Grilled Chicken Sandwich,Applebee's
780,97,Kids OREO® Cookie Milkshake,41,Kids OREO® Cookie Milkshake,Applebee's
1100,115,Maple Butter Blondie ,63,Maple Butter Blondie ,Applebee's
1340,85,"Oriental Chicken Salad, Regular",98,"Oriental Chicken Salad, Regular",Applebee's
880,76,"Pecan-Crusted Chicken Salad, Regular w/o dressing",46,"Pecan-Crusted Chicken Salad, Regular w/o dressing",Applebee's
670,3,Ribeye,47,Ribeye,Applebee's
143,113,Shrimp Fettuccine Alfredo ,81,Shrimp Fettuccine Alfredo ,Applebee's
1170,78,Sizzling Smokehouse Chicken Stack ,59,Sizzling Smokehouse Chicken Stack ,Applebee's
540,2,Steak & Grilled Shrimp Combo,36,Steak & Grilled Shrimp Combo,Applebee's
1460,127,Three-Cheese Chicken Penne ,75,Three-Cheese Chicken Penne ,Applebee's
580,33,"Trios Boneless Wings, Classic Buffalo",35,"Trios Boneless Wings, Classic Buffalo",Applebee's
360,4,"Trios Classic Wings, Hot Buffalo",25,"Trios Classic Wings, Hot Buffalo",Applebee's
200,1,Trios Wings Ranch Dipping Sauce,21,Trios Wings Ranch Dipping Sauce,Applebee's
200,1,Wings Ranch Dipping Sauce,21,Wings Ranch Dipping Sauce,Applebee's
390,35,Add Fried Shrimp  ,21,Add Fried Shrimp  ,Applebee's
1140,49,Applebee’s Reuben,81,Applebee’s Reuben,Applebee's
360,20,Baked Potato Soup,28,Baked Potato Soup,Applebee's
750,31,Bourbon Street Chicken & Shrimp,45,Bourbon Street Chicken & Shrimp,Applebee's
790,56,"Bruschetta Chicken Salad, Regular w/o dressing ",36,"Bruschetta Chicken Salad, Regular w/o dressing ",Applebee's
1270,82,Cheeseburger Sliders,82,Cheeseburger Sliders,Applebee's
1260,118,"Chicken Fried Steak (includes mashed potato, gravy & vegetable)",61,"Chicken Fried Steak (includes mashed potato, gravy & vegetable)",Applebee's
370,16,Chili ,28,Chili ,Applebee's
790,59,"Classic Wings, Honey BBQ",35,"Classic Wings, Honey BBQ",Applebee's
1280,133,Double Crunch Shrimp ,69,Double Crunch Shrimp ,Applebee's
380,20,Fried Chicken Salad,27,Fried Chicken Salad,Applebee's
330,38,Garlic Mashed Potatoes  ,18,Garlic Mashed Potatoes  ,Applebee's
460,12,"Grilled Shrimp ‘N Spinach Salad, Half w/o dressing",35,"Grilled Shrimp ‘N Spinach Salad, Half w/o dressing",Applebee's
460,21,"Grilled Steak Caesar, Regular w/o dressing",21,"Grilled Steak Caesar, Regular w/o dressing",Applebee's
70,17,Kids Apple Juice (6.75 oz),0,Kids Apple Juice (6.75 oz),Applebee's
630,54,Kids Grilled Cheese (sourdough bread),36,Kids Grilled Cheese (sourdough bread),Applebee's
70,17,Kids Orange-Tangerine Juice (6.75 oz),0,Kids Orange-Tangerine Juice (6.75 oz),Applebee's
550,41,Loaded Mashed Potatoes ,42,Loaded Mashed Potatoes ,Applebee's
340,25,"Oriental Chicken Salad, Half w/o dressing",20,"Oriental Chicken Salad, Half w/o dressing",Applebee's
1350,114,"Pecan-Crusted Chicken Salad, Regular",80,"Pecan-Crusted Chicken Salad, Regular",Applebee's
290,48,Red Beans & Rice  ,6,Red Beans & Rice  ,Applebee's
660,4,Shrimp ‘N Parmesan Sirloin,42,Shrimp ‘N Parmesan Sirloin,Applebee's
1410,152,Sizzling Skillet Fajitas - Steak,55,Sizzling Skillet Fajitas - Steak,Applebee's
650,37,Steak & Fried Shrimp Combo,34,Steak & Fried Shrimp Combo,Applebee's
940,77,Three-Cheese Chicken Penne,49,Three-Cheese Chicken Penne,Applebee's
230,4,Topper - Shrimp ‘N Parmesan,15,Topper - Shrimp ‘N Parmesan,Applebee's
400,29,"Trios Classic Wings, Honey BBQ",17,"Trios Classic Wings, Honey BBQ",Applebee's
240,1,Trios Wings Bleu Cheese Dipping Sauce,26,Trios Wings Bleu Cheese Dipping Sauce,Applebee's
240,1,Wings Bleu Cheese Dipping Sauce,26,Wings Bleu Cheese Dipping Sauce,Applebee's
350,15,"Apple Walnut Chicken Salad, Half w/o dressing",20,"Apple Walnut Chicken Salad, Half w/o dressing",Applebee's
380,25,Asiago Peppercorn Steak,14,Asiago Peppercorn Steak,Applebee's
1310,176,Blue Ribbon Brownie ,63,Blue Ribbon Brownie ,Applebee's
280,12,Broccoli Cheddar Soup,23,Broccoli Cheddar Soup,Applebee's
330,14,"California Shrimp Salad, Half w/o dressing ",23,"California Shrimp Salad, Half w/o dressing ",Applebee's
1350,111,Chicken Broccoli Pasta Alfredo ,72,Chicken Broccoli Pasta Alfredo ,Applebee's
1290,90,Chicken Quesadilla Grande,90,Chicken Quesadilla Grande,Applebee's
154,210,Chocolate Chip Cookie Sundae ,74,Chocolate Chip Cookie Sundae ,Applebee's
140,15,Cole Slaw,9,Cole Slaw,Applebee's
1100,53,Fire Pit Bacon Burger,73,Fire Pit Bacon Burger,Applebee's
