calories,carbs,category,fat,name,restaurant
680,43,"Sausage, Egg, and Cheese Biscuit ",47,"Sausage, Egg, and Cheese Biscuit ",Chick-fil-A
25,7,Cinnamon Brown Sugar ,0,Cinnamon Brown Sugar ,Chick-fil-A
780,131,Banana Pudding Milkshake ,24,Banana Pudding Milkshake ,Chick-fil-A
20,6,Chick-fil-A® Diet Lemonade ,0,Chick-fil-A® Diet Lemonade ,Chick-fil-A
610,93,Strawberry Milkshake ,23,Strawberry Milkshake ,Chick-fil-A
5,0,100% Colombian Coffee ,0,100% Colombian Coffee ,Chick-fil-A
1490,94,Boneless Buffalo Wings w/ Bleu Cheese,88,Boneless Buffalo Wings w/ Bleu Cheese,Chili's
1020,125,Bottomless Tostada Chips w/ Salsa,51,Bottomless Tostada Chips w/ Salsa,Chili's
1720,86,Classic Nachos - Beef (12),108,Classic Nachos - Beef (12),Chili's
1170,59,Classic Nachos - Beef (8),74,Classic Nachos - Beef (8),Chili's
1670,83,Classic Nachos - Chicken (12),103,Classic Nachos - Chicken (12),Chili's
1140,57,Classic Nachos - Chicken (8),71,Classic Nachos - Chicken (8),Chili's
1440,81,Classic Nachos (12),97,Classic Nachos (12),Chili's
980,55,Classic Nachos (8),67,Classic Nachos (8),Chili's
1050,71,Crispy Onion String & Jalapeno Stack w/ Ranch,81,Crispy Onion String & Jalapeno Stack w/ Ranch,Chili's
1400,151,Fire-Grilled Corn Guacamole w/ Chips,84,Fire-Grilled Corn Guacamole w/ Chips,Chili's
660,54,Fried Cheese w/ Marinara Sauce,35,Fried Cheese w/ Marinara Sauce,Chili's
1610,139,Hot Spinach & Artichoke Dip w/ Chips,103,Hot Spinach & Artichoke Dip w/ Chips,Chili's
1710,147,Skillet Queso w/ Chips,101,Skillet Queso w/ Chips,Chili's
780,81,Southwestern Eggrolls w/ Avocado Ranch,41,Southwestern Eggrolls w/ Avocado Ranch,Chili's
1350,72,Texas Cheese Fries -1/2 order w/ Chili & Ranch,94,Texas Cheese Fries -1/2 order w/ Chili & Ranch,Chili's
1260,67,Texas Cheese Fries -1/2 order w/ Ranch,89,Texas Cheese Fries -1/2 order w/ Ranch,Chili's
2120,117,Texas Cheese Fries w/ Chili & Ranch,144,Texas Cheese Fries w/ Chili & Ranch,Chili's
1960,109,Texas Cheese Fries w/ Ranch,136,Texas Cheese Fries w/ Ranch,Chili's
850,51,Triple Dipper™ Big Mouth® Bites w/ Ranch,58,Triple Dipper™ Big Mouth® Bites w/ Ranch,Chili's
810,43,Triple Dipper™ Boneless Buffalo Wings w/ Bleu Cheese,54,Triple Dipper™ Boneless Buffalo Wings w/ Bleu Cheese,Chili's
340,21,Triple Dipper™ Chicken Crispers® No Dressing,15,Triple Dipper™ Chicken Crispers® No Dressing,Chili's
390,33,Triple Dipper™ Fried Cheese w/ Marinara Sauce,21,Triple Dipper™ Fried Cheese w/ Marinara Sauce,Chili's
1290,128,Triple Dipper™ Hot Spinach & Artichoke Dip w/ Chips,77,Triple Dipper™ Hot Spinach & Artichoke Dip w/ Chips,Chili's
560,54,Triple Dipper™ Southwestern Eggrolls w/ Avocado Ranch,32,Triple Dipper™ Southwestern Eggrolls w/ Avocado Ranch,Chili's
480,5,Triple Dipper™ Wings Over Buffalo® w/ Bleu Cheese,41,Triple Dipper™ Wings Over Buffalo® w/ Bleu Cheese,Chili's
690,7,Wings Over Buffalo® w/ Bleu Cheese,53,Wings Over Buffalo® w/ Bleu Cheese,Chili's
970,80,Big Mouth Burger Bites w/ Fries,58,Big Mouth Burger Bites w/ Fries,Chili's
2120,163,Big Mouth® Bites w/ Ranch with fries,133,Big Mouth® Bites w/ Ranch with fries,Chili's
1570,125,Classic Bacon Burger w/ fries,91,Classic Bacon Burger w/ fries,Chili's
2210,136,Jalapeno Smokehouse Burger w/ Ranch with fries,144,Jalapeno Smokehouse Burger w/ Ranch with fries,Chili's
1540,126,Mushroom-Swiss Burger w/ fries,88,Mushroom-Swiss Burger w/ fries,Chili's
1310,128,Oldtimer® Burger w/ fries,65,Oldtimer® Burger w/ fries,Chili's
1680,166,Shiner Bock® BBQ Burger w/ fries,87,Shiner Bock® BBQ Burger w/ fries,Chili's
2290,163,Southern Smokehouse Burger w/ Ancho Chile BBQ & fries,139,Southern Smokehouse Burger w/ Ancho Chile BBQ & fries,Chili's
1570,138,Avocado Burger on Wheat Bun w/ fries,90,Avocado Burger on Wheat Bun w/ fries,Chili's
1210,125,Crispy Chicken Crispers® No Dressing,57,Crispy Chicken Crispers® No Dressing,Chili's
1660,196,Crispy Honey-Chipotle Chicken Crispers® w/ Ranch,76,Crispy Honey-Chipotle Chicken Crispers® w/ Ranch,Chili's
260,15,Margarita Grilled Chicken (Lunch Combo),7,Margarita Grilled Chicken (Lunch Combo),Chili's
550,62,Margarita Grilled Chicken,14,Margarita Grilled Chicken,Chili's
530,13,Monterey Chicken® (Lunch Combo),27,Monterey Chicken® (Lunch Combo),Chili's
890,51,Monterey Chicken®,48,Monterey Chicken®,Chili's
1350,129,Chicken Crispers® w/ Honey Mustard,68,Chicken Crispers® w/ Honey Mustard,Chili's
1290,195,Brownie Sundae,61,Brownie Sundae,Chili's
710,68,Cheesecake,42,Cheesecake,Chili's
1250,163,Chocolate Chip Paradise Pie,64,Chocolate Chip Paradise Pie,Chili's
690,92,Frosty Chocolate Shake,33,Frosty Chocolate Shake,Chili's
1020,144,Molten Chocolate Cake,46,Molten Chocolate Cake,Chili's
1500,124,Cajun Pasta w/ Grilled Chicken,76,Cajun Pasta w/ Grilled Chicken,Chili's
870,71,Cajun Pasta w/ Grilled Chicken (Lunch Combo),44,Cajun Pasta w/ Grilled Chicken (Lunch Combo),Chili's
1480,125,Cajun Pasta w/ Grilled Shrimp,81,Cajun Pasta w/ Grilled Shrimp,Chili's
360,7,Classic Sirloin (Lunch Combo),18,Classic Sirloin (Lunch Combo),Chili's
1010,59,Classic Sirloin,60,Classic Sirloin,Chili's
1270,120,Country-Fried Steak,71,Country-Fried Steak,Chili's
1570,57,Flame-Grilled Ribeye,116,Flame-Grilled Ribeye,Chili's
270,25,Fried Shrimp w/ Cocktail Sauce,12,Fried Shrimp w/ Cocktail Sauce,Chili's
370,20,GG Classic Sirloin,9,GG Classic Sirloin,Chili's
310,1,Grilled Salmon w/ Garlic & Herbs,15,Grilled Salmon w/ Garlic & Herbs,Chili's
760,14,Half Rack of Baby Back Ribs,49,Half Rack of Baby Back Ribs,Chili's
150,4,Spicy Garlic & Lime Grilled Shrimp,8,Spicy Garlic & Lime Grilled Shrimp,Chili's
390,27,Beef Fajitas - w/o Tortillas and Condiments,14,Beef Fajitas - w/o Tortillas and Condiments,Chili's
360,24,Chicken Fajitas - w/o Tortillas and Condiments,10,Chicken Fajitas - w/o Tortillas and Condiments,Chili's
530,30,Fajita Trio - w/o Tortillas and Condiments,20,Fajita Trio - w/o Tortillas and Condiments,Chili's
570,67,Pepper Pals® Cheese Pizza,24,Pepper Pals® Cheese Pizza,Chili's
470,42,Pepper Pals® Cheese Quesadilla,24,Pepper Pals® Cheese Quesadilla,Chili's
460,61,Pepper Pals® Chocolate Shake,22,Pepper Pals® Chocolate Shake,Chili's
270,31,Pepper Pals® Corn Dog,14,Pepper Pals® Corn Dog,Chili's
380,19,Pepper Pals® Crispy Chicken Crispers,22,Pepper Pals® Crispy Chicken Crispers,Chili's
530,30,Pepper Pals® Grilled Cheese Sandwich,42,Pepper Pals® Grilled Cheese Sandwich,Chili's
160,2,Pepper Pals® Grilled Chicken Platter,4,Pepper Pals® Grilled Chicken Platter,Chili's
230,21,Pepper Pals® Grilled Chicken Sandwich,5,Pepper Pals® Grilled Chicken Sandwich,Chili's
340,21,Pepper Pals® Little Chicken Crispers,15,Pepper Pals® Little Chicken Crispers,Chili's
330,23,Pepper Pals® Little Mouth Burger,18,Pepper Pals® Little Mouth Burger,Chili's
400,24,Pepper Pals® Little Mouth Cheeseburger,24,Pepper Pals® Little Mouth Cheeseburger,Chili's
500,69,Pepper Pals® Macaroni & Cheese Kraft,18,Pepper Pals® Macaroni & Cheese Kraft,Chili's
80,10,Pepper Pals® Side Celery Sticks w/ Ranch,5,Pepper Pals® Side Celery Sticks w/ Ranch,Chili's
30,6,Pepper Pals® Side Steamed Broccoli,0,Pepper Pals® Side Steamed Broccoli,Chili's
990,48,Boneless Buffalo Chicken Salad,68,Boneless Buffalo Chicken Salad,Chili's
1410,143,Buffalo Chicken Ranch Sandwich on White Bun with fries,68,Buffalo Chicken Ranch Sandwich on White Bun with fries,Chili's
1360,137,Grilled Ham & Swiss Sandwich w/ fries,71,Grilled Ham & Swiss Sandwich w/ fries,Chili's
80,2,Add Spicy Garlic & Lime Shrimp to any Entrée,4,Add Spicy Garlic & Lime Shrimp to any Entrée,Chili's
80,1,"Cheese, Swiss",6,"Cheese, Swiss",Chili's
80,9,"Dressing, Low Fat Ranch",5,"Dressing, Low Fat Ranch",Chili's
50,8,Salsa Only as served w/ Chips,0,Salsa Only as served w/ Chips,Chili's
400,23,Chicken Enchilada Soup,25,Chicken Enchilada Soup,Chili's
1260,120,Chicken Club Tacos,60,Chicken Club Tacos,Chili's
280,48,Pepper Pals® Side Cinnamon Apples,11,Pepper Pals® Side Cinnamon Apples,Chili's
1650,96,Bacon Ranch Chicken Quesadilla,107,Bacon Ranch Chicken Quesadilla,Chili's
610,65,Caribbean Salad w/ Grilled Chicken,25,Caribbean Salad w/ Grilled Chicken,Chili's
740,73,California Club Sandwich w/ Fries,38,California Club Sandwich w/ Fries,Chili's
1320,126,Santa Fe Chicken Wrap w/ Ancho-Chile Ranch & fries,73,Santa Fe Chicken Wrap w/ Ancho-Chile Ranch & fries,Chili's
150,4,Add Spicy Garlic & Lime Shrimp to any Entrée,8,Add Spicy Garlic & Lime Shrimp to any Entrée,Chili's
280,48,Cinnamon Apples,11,Cinnamon Apples,Chili's
180,2,"Dressing, Ranch",19,"Dressing, Ranch",Chili's
60,2,Sour Cream,6,Sour Cream,Chili's
200,11,Chicken Enchilada Soup,13,Chicken Enchilada Soup,Chili's
150,32,Pepper Pals® Side Corn Cob w/o Butter,2,Pepper Pals® Side Corn Cob w/o Butter,Chili's
1070,78,Bacon Ranch Chicken Quesadilla w/ Fries,67,Bacon Ranch Chicken Quesadilla w/ Fries,Chili's
620,66,Caribbean Salad w/ Grilled Shrimp,31,Caribbean Salad w/ Grilled Shrimp,Chili's
1490,147,California Club Sandwich w/ fries,76,California Club Sandwich w/ fries,Chili's
630,68,Southwestern BLT Sandwich w/ Fries,33,Southwestern BLT Sandwich w/ Fries,Chili's
90,0,Applewood Smoked Bacon,7,Applewood Smoked Bacon,Chili's
240,15,Cole Slaw,20,Cole Slaw,Chili's
30,4,"Gravy, Black Pepper",2,"Gravy, Black Pepper",Chili's
80,6,Steamed Broccoli,6,Steamed Broccoli,Chili's
360,17,Chili's Terlingua Chili w/ Toppings,20,Chili's Terlingua Chili w/ Toppings,Chili's
190,30,Pepper Pals® Side Homestyle Fries,7,Pepper Pals® Side Homestyle Fries,Chili's
1680,98,Bacon Ranch Steak Quesadilla,111,Bacon Ranch Steak Quesadilla,Chili's
650,26,Chicken Caesar Salad,44,Chicken Caesar Salad,Chili's
690,69,Classic Turkey Sandwich w/ Fries (Lunch Combo),34,Classic Turkey Sandwich w/ Fries (Lunch Combo),Chili's
1010,115,Steakhouse Sandwich w/ fries,45,Steakhouse Sandwich w/ fries,Chili's
80,4,Avocado Slices,7,Avocado Slices,Chili's
190,3,"Dressing, Ancho Chile Ranch",19,"Dressing, Ancho Chile Ranch",Chili's
45,3,Guacamole,4,Guacamole,Chili's
200,32,Sweet Corn on the Cob w/ Butter,7,Sweet Corn on the Cob w/ Butter,Chili's
180,9,Chili's Terlingua Chili w/ Toppings,10,Chili's Terlingua Chili w/ Toppings,Chili's
130,22,Pepper Pals® Side Kernel Corn,2,Pepper Pals® Side Kernel Corn,Chili's
1080,82,Memphis Dry Rub Ribs (1/2 rack),57,Memphis Dry Rub Ribs (1/2 rack),Chili's
710,22,Cobb Salad,52,Cobb Salad,Chili's
1340,138,Classic Turkey Sandwich w/ fries,64,Classic Turkey Sandwich w/ fries,Chili's
990,108,Fried Shrimp w/ Cocktail Sauce,52,Fried Shrimp w/ Cocktail Sauce,Chili's
50,12,BBQ Sauce (Original),0,BBQ Sauce (Original),Chili's
140,3,"Dressing, Avocado Ranch",14,"Dressing, Avocado Ranch",Chili's
380,61,Homestyle Fries,13,Homestyle Fries,Chili's
360,62,"Wheat Bun, Plain",9,"Wheat Bun, Plain",Chili's
210,11,Loaded Baked Potato Soup,15,Loaded Baked Potato Soup,Chili's
35,8,Pepper Pals® Side Mandarin Oranges,0,Pepper Pals® Side Mandarin Oranges,Chili's
2170,137,Original Ribs,123,Original Ribs,Chili's
180,15,House Salad No Dressing,11,House Salad No Dressing,Chili's
730,70,Fajita Chicken Sandwich w/ Fries,38,Fajita Chicken Sandwich w/ Fries,Chili's
480,37,GG Salmon w/ Garlic & Herbs,17,GG Salmon w/ Garlic & Herbs,Chili's
200,25,Black Bean Patty Only,2,Black Bean Patty Only,Chili's
240,1,"Dressing, Bleu Cheese",26,"Dressing, Bleu Cheese",Chili's
140,34,Honey Chipotle Sauce,0,Honey Chipotle Sauce,Chili's
230,16,Broccoli Cheese Soup,15,Broccoli Cheese Soup,Chili's
450,31,Sweet Corn,36,Sweet Corn,Chili's
120,14,Pepper Pals® Side Mashed Potatoes - w/o Gravy,7,Pepper Pals® Side Mashed Potatoes - w/o Gravy,Chili's
1140,75,Original Ribs (1/2 rack),63,Original Ribs (1/2 rack),Chili's
90,7,Lunch House Salad No Dressing,5,Lunch House Salad No Dressing,Chili's
610,78,GG Grilled Chicken Sandwich w/ Steamed Broccoli & fries,13,GG Grilled Chicken Sandwich w/ Steamed Broccoli & fries,Chili's
580,38,Grilled Salmon w/ Garlic & Herbs,28,Grilled Salmon w/ Garlic & Herbs,Chili's
100,18,Black Beans,1,Black Beans,Chili's
250,6,"Dressing, Citrus Balsamic Vinaigrette",25,"Dressing, Citrus Balsamic Vinaigrette",Chili's
390,28,Loaded Mashed Potatoes,25,Loaded Mashed Potatoes,Chili's
110,8,Broccoli Cheese Soup,7,Broccoli Cheese Soup,Chili's
230,16,Sweet Corn,18,Sweet Corn,Chili's
35,9,Pepper Pals® Side Pineapple,0,Pepper Pals® Side Pineapple,Chili's
2310,168,Shiner Bock® BBQ Ribs,123,Shiner Bock® BBQ Ribs,Chili's
430,12,Over-The-Top Cobb Salad w/ Avocado Ranch,33,Over-The-Top Cobb Salad w/ Avocado Ranch,Chili's
680,80,GG Santa Fe Chicken Wrap w/ Steamed Broccoli & fries,25,GG Santa Fe Chicken Wrap w/ Steamed Broccoli & fries,Chili's
110,7,Add Fried Shrimp to any Entrée,6,Add Fried Shrimp to any Entrée,Chili's
70,1,"Cheese, American",6,"Cheese, American",Chili's
200,13,"Dressing, Honey Lime",17,"Dressing, Honey Lime",Chili's
280,31,Mashed Potatoes w/ Black Pepper Gravy,15,Mashed Potatoes w/ Black Pepper Gravy,Chili's
200,21,Chicken & Green Chile Soup,7,Chicken & Green Chile Soup,Chili's
410,22,Loaded Baked Potato Soup,30,Loaded Baked Potato Soup,Chili's
190,30,Pepper Pals® Side Rice,7,Pepper Pals® Side Rice,Chili's
1200,91,Shiner Bock® BBQ Ribs (1/2 rack),63,Shiner Bock® BBQ Ribs (1/2 rack),Chili's
1400,90,Quesadilla Explosion Salad,89,Quesadilla Explosion Salad,Chili's
1280,121,Grilled Chicken Sandwich on White Bun w/ fries,63,Grilled Chicken Sandwich on White Bun w/ fries,Chili's
220,15,Add Fried Shrimp to any Entrée,12,Add Fried Shrimp to any Entrée,Chili's
80,0,"Cheese, Cheddar",7,"Cheese, Cheddar",Chili's
200,1,"Dressing, Honey Mustard",22,"Dressing, Honey Mustard",Chili's
480,6,Ranch Only as served w/ Chips,50,Ranch Only as served w/ Chips,Chili's
100,11,Chicken & Green Chile Soup,4,Chicken & Green Chile Soup,Chili's
1630,171,Crispy Chicken Tacos,78,Crispy Chicken Tacos,Chili's
130,14,Pepper Pals® Side Salad w/ Low Fat Ranch,8,Pepper Pals® Side Salad w/ Low Fat Ranch,Chili's
1990,137,Memphis Dry Rub Ribs,111,Memphis Dry Rub Ribs,Chili's
1670,172,BBQ Pulled Pork Sandwich on White Bun with fries,85,BBQ Pulled Pork Sandwich on White Bun with fries,Chili's
680,68,Grilled Ham & Swiss Sandwich w/ Fries (Lunch Combo),36,Grilled Ham & Swiss Sandwich w/ Fries (Lunch Combo),Chili's
290,48,Add Rice and Black Beans,7,Add Rice and Black Beans,Chili's
80,0,"Cheese, Provolone",6,"Cheese, Provolone",Chili's
70,11,"Dressing, Honey Mustard No Fat",0,"Dressing, Honey Mustard No Fat",Chili's
190,30,Rice,7,Rice,Chili's
400,23,Chicken Enchilada,25,Chicken Enchilada,Chili's
1500,174,Crispy Shrimp Tacos,68,Crispy Shrimp Tacos,Chili's
15,3,Green Tomatillo Salsa,0,Green Tomatillo Salsa,Chipotle Mexican Grill
120,2,Sour Cream,10,Sour Cream,Chipotle Mexican Grill
5,1,Fresh Tomato Salsa,0,Fresh Tomato Salsa,Chipotle Mexican Grill
35,0,Cheese (taco),3,Cheese (taco),Chipotle Mexican Grill
120,22,Pinto Beans,1,Pinto Beans,Chipotle Mexican Grill
190,1,Carnitas,8,Carnitas,Chipotle Mexican Grill
570,73,Chips,27,Chips,Chipotle Mexican Grill
60,0,Chicken,2,Chicken,Chipotle Mexican Grill
140,18,Chips,7,Chips,Chipotle Mexican Grill
40,8,Red Tomatillo Salsa,1,Red Tomatillo Salsa,Chipotle Mexican Grill
5,1,Green Tomatillo Salsa,0,Green Tomatillo Salsa,Chipotle Mexican Grill
60,9,Crispy Taco Shell,2,Crispy Taco Shell,Chipotle Mexican Grill
150,8,Guacamole,13,Guacamole,Chipotle Mexican Grill
170,2,Barbacoa,7,Barbacoa,Chipotle Mexican Grill
20,4,Fresh Tomato Salsa,0,Fresh Tomato Salsa,Chipotle Mexican Grill
5,1,Fajita Vegetables,0,Fajita Vegetables,Chipotle Mexican Grill
60,1,Steak,2,Steak,Chipotle Mexican Grill
290,44,Flour Tortilla (burrito),9,Flour Tortilla (burrito),Chipotle Mexican Grill
130,23,Cilantro-Lime Rice,3,Cilantro-Lime Rice,Chipotle Mexican Grill
10,2,Romaine Lettuce (salad),0,Romaine Lettuce (salad),Chipotle Mexican Grill
120,23,Black Beans,1,Black Beans,Chipotle Mexican Grill
5,1,Romaine Lettuce (tacos),0,Romaine Lettuce (tacos),Chipotle Mexican Grill
60,9,Crispy Taco Shell,2,Crispy Taco Shell,Chipotle Mexican Grill
5,1,Romaine Lettuce (taco),0,Romaine Lettuce (taco),Chipotle Mexican Grill
40,8,Cilantro-Lime Rice (taco),1,Cilantro-Lime Rice (taco),Chipotle Mexican Grill
110,3,Original Leg ,6,Original Leg ,Church's
95,18,Boneless Wing - with Sauce ,5,Boneless Wing - with Sauce ,Church's
190,14,Fish Fillet (1) ,10,Fish Fillet (1) ,Church's
250,30,Sweet Corn Nuggets (8) ,12,Sweet Corn Nuggets (8) ,Church's
360,90,Sweet Tea - Large ,0,Sweet Tea - Large ,Church's
480,20,Spicy Thigh ,35,Spicy Thigh ,Church's
450,50,Southern Style Chicken Sandwich ,16,Southern Style Chicken Sandwich ,Church's
5,1,Jalapeño Pepper ,0,Jalapeño Pepper ,Church's
140,37,Red Beans & Rice ,12,Red Beans & Rice ,Church's
180,8,Spicy Leg ,11,Spicy Leg ,Church's
740,63,Double Chicken N Cheese Sandwich ,38,Double Chicken N Cheese Sandwich ,Church's
140,24,Corn ,3,Corn ,Church's
190,24,Macaroni & Cheese ,7,Macaroni & Cheese ,Church's
200,3,Original Breast ,11,Original Breast ,Church's
360,35,Spicy Chicken Sandwich ,18,Spicy Chicken Sandwich ,Church's
240,28,Honey-Butter Biscuit ,12,Honey-Butter Biscuit ,Church's
160,20,Jalapeño Cheese Bombers® (4) ,8,Jalapeño Cheese Bombers® (4) ,Church's
0,0,Unsweet Tea - Medium ,0,Unsweet Tea - Medium ,Church's
430,17,Spicy Wing ,27,Spicy Wing ,Church's
500,48,Chicken Sandwich with Cheese ,26,Chicken Sandwich with Cheese ,Church's
110,21,Mashed Potatoes & Gravy ,2,Mashed Potatoes & Gravy ,Church's
130,16,Cajun Rice ,7,Cajun Rice ,Church's
0,0,Unsweet Tea - Large ,0,Unsweet Tea - Large ,Church's
330,8,Original Thigh ,23,Original Thigh ,Church's
360,35,Original Chicken Sandwich ,18,Original Chicken Sandwich ,Church's
840,54,Livers (6) ,42,Livers (6) ,Church's
140,19,French Fries ,6,French Fries ,Church's
0,0,Unsweet Tea - Small ,0,Unsweet Tea - Small ,Church's
300,7,Original Wing ,18,Original Wing ,Church's
80,15,Boneless Wing - without Sauce ,5,Boneless Wing - without Sauce ,Church's
470,36,Chicken Fried Steak ,28,Chicken Fried Steak ,Church's
35,7,Green Beans ,0,Green Beans ,Church's
270,68,Sweet Tea - Medium ,0,Sweet Tea - Medium ,Church's
320,12,Spicy Breast ,20,Spicy Breast ,Church's
550,50,Spicy Southern Style Chicken Sandwich ,27,Spicy Southern Style Chicken Sandwich ,Church's
150,15,Cole Slaw ,10,Cole Slaw ,Church's
220,35,Apple Pie ,8,Apple Pie ,Church's
120,6,Tender Strips™ ,6,Tender Strips™ ,Church's
160,13,Nuggets (5) ,7,Nuggets (5) ,Church's
170,17,Okra ,11,Okra ,Church's
500,95,Strawberry Shortcake ,14,Strawberry Shortcake ,Church's
140,7,Spicy Tender Strips™ ,7,Spicy Tender Strips™ ,Church's
280,24,Shrimp (8) ,12,Shrimp (8) ,Church's
35,7,Collard Greens ,0,Collard Greens ,Church's
190,48,Sweet Tea - Small ,0,Sweet Tea - Small ,Church's
680,43,The Commuter Croissant (Whole Eggs),44,The Commuter Croissant (Whole Eggs),Corner Bakery Cafe
110,110,"Bacon, 3-slices - G",110,"Bacon, 3-slices - G",Corner Bakery Cafe
25,25,"Oatmeal Toppings - Dried Cranberries - LF, VG, G",25,"Oatmeal Toppings - Dried Cranberries - LF, VG, G",Corner Bakery Cafe
1040,144,Baked French Toast w/Sausage & Scrambled Eggs (Egg Whites),31,Baked French Toast w/Sausage & Scrambled Eggs (Egg Whites),Corner Bakery Cafe
650,96,Cinnamon Roll - V,24,Cinnamon Roll - V,Corner Bakery Cafe
300,23,The Greek Salad - G (Café & Combo),19,The Greek Salad - G (Café & Combo),Corner Bakery Cafe
580,10,Anaheim Scrambler - G (Whole Eggs),46,Anaheim Scrambler - G (Whole Eggs),Corner Bakery Cafe
490,490,Ham & Swiss Panini (Whole Eggs),490,Ham & Swiss Panini (Whole Eggs),Corner Bakery Cafe
70,70,"Seasonal Fruit Medley - LF, VG, G",70,"Seasonal Fruit Medley - LF, VG, G",Corner Bakery Cafe
390,390,"Oatmeal Toppings - Fresh Berry & Yogurt Parfait - LF, V",390,"Oatmeal Toppings - Fresh Berry & Yogurt Parfait - LF, V",Corner Bakery Cafe
330,72,"Cinnamon Raisin Bagel - LF, VG",2,"Cinnamon Raisin Bagel - LF, VG",Corner Bakery Cafe
530,67,Banana Muffin - V,26,Banana Muffin - V,Corner Bakery Cafe
420,13,Caesar Salad w/Roasted Chicken (Café & Combo),32,Caesar Salad w/Roasted Chicken (Café & Combo),Corner Bakery Cafe
790,33,Chopped Salad - G (Entrée),57,Chopped Salad - G (Entrée),Corner Bakery Cafe
230,8,Caesar Salad (side & trio portion),20,Caesar Salad (side & trio portion),Corner Bakery Cafe
140,12,Asian Edamame Salad - V (Side),8,Asian Edamame Salad - V (Side),Corner Bakery Cafe
400,3,Tuna Salad - G (Side),29,Tuna Salad - G (Side),Corner Bakery Cafe
210,36,"Three Lentil Vegetable - LF, V, G  (bowl)",4,"Three Lentil Vegetable - LF, V, G  (bowl)",Corner Bakery Cafe
640,55,Pesto Cavatappi (Combo),34,Pesto Cavatappi (Combo),Corner Bakery Cafe
410,13,"Farmer's Scrambler - V, G (Whole Eggs)",27,"Farmer's Scrambler - V, G (Whole Eggs)",Corner Bakery Cafe
600,600,The Commuter Croissant (Egg Whites),600,The Commuter Croissant (Egg Whites),Corner Bakery Cafe
360,360,"Swiss Oatmeal - LF, V, G* (Sweet Crisp not included)",360,"Swiss Oatmeal - LF, V, G* (Sweet Crisp not included)",Corner Bakery Cafe
1030,154,Baked French Toast w/Bacon & Fresh Fruit,39,Baked French Toast w/Bacon & Fresh Fruit,Corner Bakery Cafe
510,70,Blueberry Muffin - V,22,Blueberry Muffin - V,Corner Bakery Cafe
400,18,Chopped Salad - G (Café & Combo),28,Chopped Salad - G (Café & Combo),Corner Bakery Cafe
760,72,Harvest Salad - V (Entrée),45,Harvest Salad - V (Entrée),Corner Bakery Cafe
120,9,Mixed Greens Salad w/dressing (side & trio portion) - V,8,Mixed Greens Salad w/dressing (side & trio portion) - V,Corner Bakery Cafe
280,4,Avocado Wedge - VG (Side),20,Avocado Wedge - VG (Side),Corner Bakery Cafe
390,29,Big Al's Chili w/Cheddar Cheese (cup),18,Big Al's Chili w/Cheddar Cheese (cup),Corner Bakery Cafe
30,0,Parmesan Cheese (Carbonara & Penne) - V (Combo),2,Parmesan Cheese (Carbonara & Penne) - V (Combo),Corner Bakery Cafe
550,39,Anaheim Panini (Whole Eggs),32,Anaheim Panini (Whole Eggs),Corner Bakery Cafe
140,140,"Breakfast Potatoes - VG, G",140,"Breakfast Potatoes - VG, G",Corner Bakery Cafe
35,35,"Oatmeal Toppings - Toasted Almonds - VG, G",35,"Oatmeal Toppings - Toasted Almonds - VG, G",Corner Bakery Cafe
850,138,Baked French Toast - V,28,Baked French Toast - V,Corner Bakery Cafe
1020,107,Pecan Sticky Bun,62,Pecan Sticky Bun,Corner Bakery Cafe
530,63,Asian Wonton Salad (Entrée),16,Asian Wonton Salad (Entrée),Corner Bakery Cafe
140,12,Pasta Caprese Salad - V (Trio),7,Pasta Caprese Salad - V (Trio),Corner Bakery Cafe
200,30,"Roasted Tomato Basil w/Croutons - LF, V",7,"Roasted Tomato Basil w/Croutons - LF, V",Corner Bakery Cafe
630,36,Loaded Baked Potato w/Cheddar Cheese & Green Onion,43,Loaded Baked Potato w/Cheddar Cheese & Green Onion,Corner Bakery Cafe
680,62,Chicken Carbonara - (Combo),33,Chicken Carbonara - (Combo),Corner Bakery Cafe
310,40,D.C. Chicken Salad on Steakhouse Rye Bread - (Combo),11,D.C. Chicken Salad on Steakhouse Rye Bread - (Combo),Corner Bakery Cafe
620,79,D.C. Chicken Salad on Steakhouse Rye Bread - (Whole),21,D.C. Chicken Salad on Steakhouse Rye Bread - (Whole),Corner Bakery Cafe
250,24,Mom's Egg Salad on White Bread (Combo),13,Mom's Egg Salad on White Bread (Combo),Corner Bakery Cafe
250,12,"Farmer's Scrambler - V, G (Egg Whites)",11,"Farmer's Scrambler - V, G (Egg Whites)",Corner Bakery Cafe
410,410,Ham & Swiss Panini (Egg Whites),410,Ham & Swiss Panini (Egg Whites),Corner Bakery Cafe
35,35,"Oatmeal Toppings - Currants - LF, VG, G",35,"Oatmeal Toppings - Currants - LF, VG, G",Corner Bakery Cafe
1200,145,Baked French Toast w/Sausage & Scrambled Eggs (Whole Eggs),48,Baked French Toast w/Sausage & Scrambled Eggs (Whole Eggs),Corner Bakery Cafe
330,69,"Plain Bagel - LF, VG",2,"Plain Bagel - LF, VG",Corner Bakery Cafe
340,39,Croissant - V,16,Croissant - V,Corner Bakery Cafe
420,25,Santa Fe Ranch Salad - G (Café & Combo),25,Santa Fe Ranch Salad - G (Café & Combo),Corner Bakery Cafe
530,39,The Greek Salad - G (Entrée),35,The Greek Salad - G (Entrée),Corner Bakery Cafe
