,id,age_ratings,aggregated_rating,aggregated_rating_count,bundles,category,cover,created_at,first_release_date,franchise,franchises,game_engines,game_modes,genres,involved_companies,name,parent_game,platforms,player_perspectives,popularity,release_dates,screenshots,similar_games,slug,storyline,summary,tags,themes,total_rating,total_rating_count,updated_at,url,videos,websites,rating,rating_count,keywords,collection,external_games,artworks,pulse_count,alternative_names,hypes,time_to_beat,multiplayer_modes
87,18031,,74.8181818181818,11.0,[54612],1,14233.0,1455667200,1463616000.0,,,,[1],"[5, 12]","[34916, 34917]",Fallout 4: Far Harbor,9630,"[6, 45, 48, 49]","[1, 2]",2.082994258959924,"[50389, 50390, 50391, 102973, 102974]","[27497, 27498, 27499, 27500]","[19164, 55038, 81249, 90099, 101211, 103276, 105049, 105269, 113114, 113362]",fallout-4-far-harbor,,"A new case from Valentine’s Detective Agency leads you on a search for a young woman and a secret colony of synths. Travel off the coast of Maine to the mysterious island of Far Harbor, where higher levels of radiation have created a more feral world. Navigate through the growing conflict between the synths, the Children of Atom, and the local townspeople. Will you work towards bringing peace to Far Harbor, and at what cost? Far Harbor features the largest landmass for an add-on that we’ve ever created, filled with new faction quests, settlements, lethal creatures and dungeons. Become more powerful with new, higher-level armor and weapons. The choices are all yours.","[1, 18, 38, 268435461, 268435468, 536870981]","[1, 18, 38]",77.34702291109599,36.0,1562284800,https://www.igdb.com/games/fallout-4-far-harbor,[8952],[53700],79.8758640040102,25.0,[69],3.0,,,8.0,,1.0,,
88,18043,[23395],61.6666666666667,3.0,,1,14243.0,1455753600,1456790400.0,,,,,,"[63094, 70914]",Just Cause 3: Sky Fortress,8187,"[6, 45, 48, 49]",,1.0,"[47238, 47239, 47240, 103779, 103780]","[116005, 116006, 116007, 116008, 116009]",,just-cause-3-sky-fortress,,"Sky Fortress contains a brand new set of missions that introduce a new threat – a huge and terrifying Sky Fortress and an army of deadly robotic drones. To tackle his deadly new adversary, Rico Rodriguez will use a new upgradeable, rocket-powered, weaponised ‘Bavarium Wingsuit’ fitted with shoulder mounted machine guns and auto targeting missiles - alongside his new ‘Eviction’ personal defence drone and ‘Bavarium Splitter’ assault rifle.",,,61.6666666666667,3.0,1566086400,https://www.igdb.com/games/just-cause-3-sky-fortress,[7155],[91959],,,,,,,1.0,,2.0,,
89,19533,,73.0,4.0,[54612],1,15861.0,1465776000,1469491200.0,,,,[1],"[5, 12, 31]",[88243],Fallout 4: Vault-Tec Workshop,9630,"[6, 45, 48, 49]","[1, 2]",1.0,"[54407, 54408, 54409, 102977, 102978]","[346743, 346744, 346745]","[55038, 76877, 78632, 81249, 96217, 101211, 103292, 105049, 106987, 115653]",fallout-4-vault-tec-workshop,,"Vault-Tec Workshop is the fifth add-on, and third workshop add-on for Fallout 4. It triggers automatically once level 20 is reached and the player character is outside the Institute. 

Build a brighter future underground with the all-new Vault-Tec Workshop. Create a massive Vault and attract new Dwellers using pre-war industrial kits complete with retro-nostalgic furniture, lighting, and art. And like every good Overseer, run Vault-Tec approved experiments on your Dwellers to learn what makes an ideal citizen. Vault-Tec has given you the tools, the rest is up to you!","[1, 38, 268435461, 268435468, 268435487]","[1, 38]",70.2296947858742,20.0,1576022400,https://www.igdb.com/games/fallout-4-vault-tec-workshop,[9170],[53702],67.4593895717484,16.0,,3.0,,,4.0,,,,
90,19534,,71.1111111111111,9.0,[54612],1,15862.0,1465776000,1472515200.0,,,,[1],"[5, 12]","[37601, 37602]",Fallout 4: Nuka World,9630,"[6, 45, 48, 49]","[1, 2]",1.43319770358397,"[55832, 55833, 55834, 102975, 102976]","[115631, 115632, 115633, 115634, 115635]","[19164, 25311, 55038, 81249, 90099, 103276, 105049, 105269, 113114, 113362]",fallout-4-nuka-world,,"Take a trip to Nuka-World, a vast amusement park now a lawless city of Raiders. Explore an all-new region with an open wasteland and park zones like Safari Adventure, Dry Rock Gulch, Kiddie Kingdom, and the Galactic Zone. Lead lethal gangs of Raiders and use them to conquer settlements, bending the Commonwealth to your will. Nuka-World features new quests, Raiders, weapons, creatures, and more. Enjoy the ride!","[1, 18, 38, 268435461, 268435468, 536871625]","[1, 18, 38]",60.8389187501581,31.0,1566691200,https://www.igdb.com/games/fallout-4-nuka-world,[9383],[53701],50.5667263892051,22.0,[713],3.0,,,12.0,,1.0,,
91,19948,,78.0,3.0,,1,19192.0,1467936000,1454371200.0,,,,,[5],"[39266, 39267]",Call of Duty: Black Ops III - Awakening,9509,"[6, 45, 48, 49]",,1.421881703334696,"[56286, 56287, 56288, 133603, 133604]","[140232, 140233, 141312, 141313]","[9796, 19164, 24920, 25901, 26950, 83727, 103281, 103292, 103298, 103301]",call-of-duty-black-ops-iii-awakening,,"DLC 1 Awakening for Black Ops 3 with all new Zombies and MP content is available now!

The latest installment of Zombies picks up where The Giant left off, as the Origins characters head to Der Eisendrache on a mission to stop the zombie apocalypse.

Go guns up in Black Ops 3 Multiplayer, featuring 4 new maps: Skyjacked, Splash, Gauntlet, and Rise.

Skyjacked: A reimagined classic that retains the same fast and frenetic gameplay from one of the most popular maps in Call of Duty® history.

Gauntlet: Plays up the core philosophy of Treyarch’s classic three-lane map structure with three distinct environments.

Splash: Set in an abandoned water park, an imaginative environment with waterslides, a lazy river and a wrecked pirate ship.

Rise: A Coalescence Corporation construction project catering to a mix of classic Call of Duty cover based combat.","[268435461, 536871378, 536872783, 536873397, 536889799, 536889800, 536889801, 536889802, 536889803]",,78.0,3.0,1534291200,https://www.igdb.com/games/call-of-duty-black-ops-iii-awakening,[9764],[9333],,,"[466, 1871, 2485, 18887, 18888, 18889, 18890, 18891]",,,,,,,,
92,20188,"[9054, 9055]",69.0,4.0,,1,16174.0,1468195200,1439251200.0,,,[2],[1],"[12, 24, 31]","[37425, 37426]",Dragon Age: Inquisition - The Descent,1887,"[6, 45, 48, 49]","[2, 3]",1.0,"[53526, 53527, 53528, 102646, 102647]","[26876, 26877, 26878, 26879, 26880]","[55199, 81249, 96217, 101608, 103303, 105049, 106987, 115278, 116530, 119171]",dragon-age-inquisition-the-descent,"Enter the Deep Roads to battle monstrous darkspawn, bloodthirsty creatures that dwell beneath the surface of Thedas. Explore ancient ruins and cavernous dungeons to find the cause of worsening earthquakes. In this new adventure, the Inquisitor will fight new adversaries, gain epic weapons and armor, and solve one of Thedas’ greatest mysteries.","Enter the Deep Roads to battle monstrous darkspawn, bloodthirsty creatures that dwell beneath the surface of Thedas. Explore ancient ruins and cavernous dungeons to find the cause of worsening earthquakes. In this new adventure, you will fight new adversaries, gain epic weapons and armor, and solve one of Thedas’ greatest mysteries.","[1, 17, 268435468, 268435480, 268435487]","[1, 17]",75.88977918106895,21.0,1577923200,https://www.igdb.com/games/dragon-age-inquisition-the-descent,[8852],[8182],82.7795583621379,17.0,,10.0,,,,,,,
93,20291,,60.0,1.0,,1,19193.0,1468368000,1461024000.0,,,,,[5],"[39265, 39268]",Call of Duty: Black Ops III - Eclipse,9509,"[6, 45, 48, 49]",,1.421881703334696,"[56283, 56284, 56285, 102100, 102101]","[115254, 115255, 115256, 115257]","[9796, 25901, 27270, 43367, 103281, 103292, 103298, 103301, 106805, 116191]",call-of-duty-black-ops-iii-eclipse,,"DLC 2 Eclipse for Black Ops 3 is available now featuring all new MP environments and Zombies content. 

In the latest episode of the Zombies experience, the Origins characters head to 'Zetsubou No Shima', a tropical island where experiments with Element 115 have created horrors beyond belief.

Battle your way through four stunning Black Ops III Multiplayer environments: Spire, Knockout, Verge and Rift.

Spire: Take MP combat to a futuristic sub-orbital airport terminal set high in the clouds.

Knockout: The Shaolin Temple with a retro twist contrasts exterior mid-range engagements and interior close quarters.

Verge: This reimagined classic Call of Duty: World at War map, Banzai, drops MP combat into the center of a distant post-apocalyptic future.

Rift: Head to the core of a harsh futuristic military complex, set above an active volcano.","[268435461, 536871378]",,60.0,1.0,1528848000,https://www.igdb.com/games/call-of-duty-black-ops-iii-eclipse,[9763],[9332],,,[466],,,,,,,,
94,20292,,68.3333333333333,3.0,,1,19194.0,1468368000,1468281600.0,,,,,[5],"[39263, 39264]",Call of Duty: Black Ops III - Descent,9509,"[6, 45, 48, 49]",,1.844307915986198,"[56280, 56281, 56282, 102098, 102099]","[115249, 115250, 115251, 115252, 115253]","[18587, 27270, 41982, 91793, 103281, 103292, 103298, 103301, 116191, 116680]",call-of-duty-black-ops-iii-descent,,"Descent, the third DLC map pack for Black Ops III, delivers an all-new mind-bending Zombies experience, along with 4 action-packed Multiplayer maps, which includes a re-imagining of the Call of Duty®: Black Ops II classic, Raid.

Descent takes the fight to new Black Ops III Multiplayer environments, including Cryogen: an isolated cryo-prison Berserk: a Viking village frozen in time Rumble: a future robot combat arena and Empire: a re-imagining of the Call of Duty Black Ops II classic, Raid, as a lavish Roman villa.

In the latest episode of the Zombies experience 'Gorod Krovi', the Origins characters are hurled into an alternate, war-torn Stalingrad where they will face their most dangerous enemies yet.",[268435461],,68.3333333333333,3.0,1528848000,https://www.igdb.com/games/call-of-duty-black-ops-iii-descent,[9762],[9331],,,,,,,3.0,,,,
95,23158,"[10770, 10771]",72.9230769230769,17.0,[28210],1,87997.0,1471996800,1477353600.0,,,,"[1, 2, 3]","[12, 31]","[43968, 43969]",Dark Souls III: Ashes of Ariandel,11133,"[6, 45, 48, 49]",[2],1.0,"[64790, 64791, 64792, 102360, 134539, 134540]","[115359, 115360, 115361, 115362, 115363]","[37382, 81249, 96217, 101608, 103303, 105049, 106987, 115653, 116530, 119171]",dark-souls-iii-ashes-of-ariandel,,"Players are tasked to enter the land of Ariandel and defeat the evil within to uncover the mystery of what has caused the land to become defiled. In addition to adding a new environment to Dark Souls III, the Dark Souls III: Ashes of Ariandel expansion will also include new weapons, armor sets, and magic for players to discover and experiment with, as well as new features for the game’s wildly popular competitive multiplayer mode.","[1, 17, 38, 268435468, 268435487]","[1, 17, 38]",79.77034420557995,51.0,1578009600,https://www.igdb.com/games/dark-souls-iii-ashes-of-ariandel,"[9556, 10172, 10330, 10670]","[17339, 17340]",86.61761148808299,34.0,,543.0,,,25.0,,6.0,23158.0,
96,26916,"[10768, 10769]",83.2727272727273,13.0,[28210],1,75616.0,1485216000,1490659200.0,,,,"[1, 2, 3]","[12, 31]","[43965, 43966]",Dark Souls III: The Ringed City,11133,"[6, 45, 48, 49]",[2],2.783112462132648,"[64782, 64783, 64784, 102361, 102362]","[36284, 36285, 36286, 36287, 36288]","[37382, 81249, 96217, 101608, 103303, 105049, 106987, 115653, 116530, 119171]",dark-souls-iii-the-ringed-city,,"DARK SOULS III: The Ringed City brings players toe-to-claw against massive beasts in a twisted descent into the bowels of the end of the world,” said Jason Enos, Director of Brand and Latin American Marketing for BANDAI NAMCO Entertainment America Inc. FromSoftware has crafted visually arresting environments that evoke a sense of destroyed beauty and nail biting encounters that will leave players breathless for more.","[1, 17, 38, 268435468, 268435487]","[1, 17, 38]",88.07536642679904,52.0,1577059200,https://www.igdb.com/games/dark-souls-iii-the-ringed-city,"[11834, 12791]",,92.87800558087079,39.0,,543.0,,,40.0,,4.0,26916.0,
97,27395,[20081],70.0,1.0,,1,74499.0,1488067200,1513036800.0,29.0,[29],,[1],[5],[44488],Resident Evil 7: biohazard - Not A Hero,19562,"[6, 45, 48, 49]","[1, 7]",1.0,"[116040, 116041, 116042, 134719, 134720]","[127499, 130111, 130112, 140960, 140961, 211462, 211463]","[19164, 27270, 43367, 103281, 103292, 103298, 103301, 105049, 106805, 119177]",resident-evil-7-biohazard-not-a-hero,,"The third DLC for Resident Evil 7. It features the character that introduces himself as Chris Redfield at the end of the main story.  
  
""Not a Hero is a little different from the nightmare suffered by Ethan in RE7's main game. Chris has the skills, and the firepower, to get the job done. Do you have what it takes to complete the mission?""","[1, 268435461, 536881759, 536881760]",[1],74.59877657284,14.0,1572825600,https://www.igdb.com/games/resident-evil-7-biohazard-not-a-hero,"[16376, 16552]",[65254],79.19755314568,13.0,"[10847, 10848]",83.0,,[7263],24.0,,1.0,,
98,52877,,,,,1,43527.0,1501459200,1398729600.0,1.0,[1],,"[1, 2]","[13, 30]",[56368],Pinball FX3: Star Wars Pinball - Heroes Within,41051,"[6, 45, 48, 49]",[3],1.44578216048949,"[124641, 124642, 124643, 134141, 134142]","[130930, 130931, 130932, 130933, 130934]","[16806, 17130, 24620, 25311, 34823, 36258, 89550, 101573, 107318, 111187]",pinball-fx3-star-wars-pinball-heroes-within,,"Celebrate your favorite characters with Star Wars™ Pinball: Heroes Within featuring four brand new pinball tables based on the most iconic moments and characters from the Star Wars Universe. 
 
Play a table dedicated to Han Solo, packed full with his most memorable lines and gadgets, and of course his fuzzball sidekick, Chewbacca. 
 
Droids! The fate of the galaxy rests with C-3PO and R2-D2! Guide the friendly droids in their quest to deliver the Death Star plans and save the galaxy in Star Wars™ Pinball: Droids™. 
 
Relive the most memorable moments from the very first film, Star Wars: Episode IV A New Hope. Join iconic characters in their mission to destroy the Death Star - pinball style! 
 
Use the power of the Force™ wisely and you will become a true Star Wars Pinball master. Star Wars™ Pinball: Masters of the Force is a special tribute to the highest powers in the universe.","[18, 268435469, 268435486]",[18],,,1566950400,https://www.igdb.com/games/pinball-fx3-star-wars-pinball-heroes-within,[16475],"[60092, 60093, 60094, 60095, 60096, 60097]",,,,2225.0,,,,[12222],,,
99,75236,,80.0,1.0,[75449],1,74501.0,1509321600,1513036800.0,29.0,[29],,[1],[31],[56762],Resident Evil 7: Biohazard - End of Zoe,19562,"[6, 45, 48, 49]","[1, 7]",1.0,"[125439, 125440, 125441, 134717, 134718]","[141044, 141045, 141046, 211261, 211262, 211263, 211264]","[19817, 25646, 37419, 55282, 68271, 87622, 103292, 105049, 106987, 111130]",resident-evil-7-biohazard-end-of-zoe,,"""End of Zoe is the epilogue chronicling the final events of Resident Evil 7. 
Zoe Baker helped protagonist Ethan Winters throughout his ordeal at the Baker estate, but what fate awaits her after he is gone…?""","[1, 19, 268435487]","[1, 19]",73.7078651685393,7.0,1573171200,https://www.igdb.com/games/resident-evil-7-biohazard-end-of-zoe,,"[60747, 60748, 60749]",67.4157303370786,6.0,,83.0,,"[903, 7265]",2.0,,,,
100,27019,,62.5,2.0,[75449],1,74502.0,1485820800,1487030400.0,,,,[1],[31],[63182],Resident Evil 7: biohazard - Banned Footage Vol. 2,19562,"[6, 45, 49]",[1],1.0,"[65717, 65718, 105211, 105212]","[36998, 36999, 37000, 37001, 37002]","[485, 25646, 27266, 55282, 68271, 102584, 107614, 109550, 119247, 120201]",resident-evil-7-biohazard-banned-footage-vol-2,,"Both volumes will also be readily available for players who have purchased either the Deluxe Edition or Season Pass. Each pack includes two banned footage scenarios and an extra mode: Vol. 1 includes “Nightmare,” “Bedroom” and “Ethan Must Die”, while Vol. 2 includes “Daughters”, “21,” and “Jack’s 55th Birthday”. All Banned Footage DLC is also available to download on PlayStation 4.  
  
  
Director of Resident Evil 7 biohazard, Koshi Nakanishi said “Resident Evil 7 features a blend of horror, combat and puzzle-solving, so I wanted to use the DLC to explore each of those concepts separately in depth”. “As with the main game, the found footage tape idea lets us explore things that didn’t happen all in sequence, but rather to different people at different times. So players can start a DLC tape and not be sure where they even are – and of course, it means the player can die at the end”.","[19, 21, 268435487]","[19, 21]",68.25043834275056,10.0,1572825600,https://www.igdb.com/games/resident-evil-7-biohazard-banned-footage-vol-2,,[17214],74.0008766855011,8.0,,83.0,,[7266],1.0,,,,
101,22431,,75.5,4.0,,1,16653.0,1470873600,1470268800.0,,,,"[1, 2]",[5],"[38392, 38393]",Doom: Unto the Evil,7351,"[6, 48]",[1],1.0,"[54991, 54992]",[30222],"[27270, 27476, 38030, 43367, 103281, 103292, 103298, 103301, 105049, 106805]",doom-unto-the-evil,,"Unto the Evil™ is the first of three DLC Packs bringing all-new multiplayer content to DOOM®. Players get three new maps to dominate, one new playable demon to unleash, a new weapon to master, a new equipment item to vary their arsenal, and a host of new armor sets, taunts, and Hack Modules to customize their experience.","[1, 268435461, 536872220]",[1],75.5,4.0,1475020800,https://www.igdb.com/games/doom-unto-the-evil,,[8782],,,[1308],129.0,,,3.0,,,,
102,26093,"[27234, 27235]",,,,1,92797.0,1480291200,1389052800.0,571.0,[571],,"[1, 2]","[15, 31]","[93282, 93283]",Assassin's Creed IV: Black Flag - Illustrious Pirates Pack,1970,"[6, 48]",[2],1.0,"[189155, 189156]","[372421, 372422, 372423, 372424, 372425, 372426]",,assassins-creed-iv-black-flag-illustrious-pirates-pack,,"Explore new locations and discover the secrets of the Black island, Mystery Island and Sacrifice Island to find hidden treasure chest to get access to new outfits and weapons for Edward, and figureheads and sails for you ship, the Jackdaw. Stand out in multiplayer with new and exclusive costume sets, pictures, titles, relics and emblems!",,"[1, 17, 18, 22, 23, 33, 38]",,,1581984000,https://www.igdb.com/games/assassins-creed-iv-black-flag-illustrious-pirates-pack,,"[136048, 136049, 136050, 136051, 136052, 136053, 136054, 136055, 136056]",,,,18.0,,,,,,,
103,28180,,78.0,2.0,,1,55036.0,1492560000,1493683200.0,,,,[1],[25],"[71728, 71729]",NieR: Automata - 3C3C1D119440927,11208,"[6, 48]",[2],1.0,"[152043, 152044]","[267309, 267310, 267311, 267312, 267313, 267314]","[19164, 76253, 81249, 103168, 113109, 115308, 116681, 117533, 118218, 120268]",nier-automata-3c3c1d119440927,,"The downloadable content (DLC) set, titled “3C3C1D119440927”, will include three exciting new colosseums to challenge, plus additional sub-quests. Upon completion of these quests, players can earn various rewards, including:   
   
Costumes from the previous Japanese release, NieR: Replicant, for androids 2B, 9S and A2   
   
Records that add special music tracks to the players’ jukebox   
   
New equipment and cosmetic accessories such as hairspray that allows you to change the color of 2B and A2’s hair   
   
Masks with unique “on equip” effects   
   
Special bullets that change the appearance of enemy bullets","[1, 38, 268435481, 536871026]","[1, 38]",78.0,2.0,1571702400,https://www.igdb.com/games/nier-automata-3c3c1d119440927,"[13268, 13269, 13690]","[64231, 64232]",,,[114],,,,9.0,,,,
104,87855,,,,[87856],1,92869.0,1519171200,1521504000.0,,,,[1],"[5, 13]","[62489, 62490, 62491, 62492]",ASSAULT GUNNERS HD EDITION EXTRA PACK,87854,"[6, 48]",[2],1.0,"[148038, 148039, 148040, 148041]","[372569, 372570, 372571, 372572, 372573, 372574, 372575, 372576]","[25311, 26950, 55038, 76263, 103298, 103301, 105049, 105269, 107318, 113362]",assault-gunners-hd-edition-extra-pack,,"The ASSAULT GUNNERS HD EDITION EXTRA PACK contains all three downloadable packs that were released previously onto the PlayStation Vita version in Japan, all of which have been remastered for this HD EDITION release of the game. 
 
Also contains an additional 15 campaign missions, three inferno maps, a wide array of new parts to customise your mech and additional voice actors for the in-game navigator.","[1, 18, 268435461, 268435469, 536871453]","[1, 18]",,,1582070400,https://www.igdb.com/games/assault-gunners-hd-edition-extra-pack,,"[136110, 136111]",,,[541],,,,,,,,
105,15519,,67.75,4.0,,1,18951.0,1450742400,1436832000.0,5.0,[5],,[1],"[25, 31]","[89532, 89533]",Batman: Arkham Knight - A Matter of Family,5503,"[6, 48, 49]",[2],1.0,"[57549, 57550, 57551]","[349885, 349886, 349887]","[37419, 76253, 78632, 87622, 96217, 103292, 105049, 106987, 111130, 113360]",batman-arkham-knight-a-matter-of-family,"Set before the events of Arkham Asylum, ‘A Matter of Family’ allows players to take on the role of Batgirl as you team up with Robin to save your father - Commissioner Gordon - from a lunatic’s trap. 
 
In an abandoned amusement park on the shores of Gotham, Batgirl and Robin must fight against the odds to save Barbara’s father and avoid falling victim to the Joker’s sinister plan. Trained by Batman, Batgirl combines devastating combat with unparalleled hacking abilities to take down enemies, control objects and solve puzzles. Explore the eerie Seagate Amusement Park in this action-packed adventure which culminates in the ultimate showdown between the good, the bad, and the clinically insane.",Batgirl teams up with Robin to save Gordon from Joker and Harley Quinn at Seagate Amusement Park.,"[1, 268435481, 268435487, 536871453, 536895189, 536895190]",[1],63.83868575673565,16.0,1578096000,https://www.igdb.com/games/batman-arkham-knight-a-matter-of-family,[6544],,59.9273715134713,12.0,"[541, 24277, 24278]",68.0,,,,,,,
106,15520,,,,,1,18964.0,1450742400,1439856000.0,5.0,[5],,[1],"[25, 31]","[89564, 89565]",Batman: Arkham Knight - 1989 Movie Batmobile Pack,5503,"[6, 48, 49]",[2],1.0,"[61082, 184025, 184026]",[19219],"[37419, 76253, 78632, 87622, 96217, 103292, 105049, 106987, 111130, 113109]",batman-arkham-knight-1989-movie-batmobile-pack,,Battle through the streets of Gotham City with the 1989 Movie Batmobile Pack. This pack includes the Batman skin and Batmobile from the 1989 film ‘Batman’ as well as two racetracks inspired by the film's sequel.,"[1, 268435481, 268435487]",[1],,,1578096000,https://www.igdb.com/games/batman-arkham-knight-1989-movie-batmobile-pack,,,,,,68.0,,,,,,,
107,15521,,,,,1,18963.0,1450742400,1439856000.0,5.0,[5],,[1],"[25, 31]","[89556, 89557]",Batman: Arkham Knight - Bat-Family Skin Pack,5503,"[6, 48, 49]",[2],1.445778115533162,"[184019, 184020, 184021]",[19214],"[37419, 76253, 78632, 87622, 96217, 103292, 105049, 106987, 111130, 113109]",batman-arkham-knight-bat-family-skin-pack,,"Get the Bat-Family Skin Pack and receive 6 skins based on the alternate timelines of your favorite characters. This pack includes 1990s Catwoman, One Year Later Robin, Arkham Origins Batman, Iconic Grey & Black Batman, 1970s Batman and the Original Arkham Nightwing.","[1, 268435481, 268435487]",[1],,,1578096000,https://www.igdb.com/games/batman-arkham-knight-bat-family-skin-pack,,,,,,68.0,,,,,,,
108,15522,,,,,1,18961.0,1450742400,1445990400.0,5.0,[5],,[1],"[25, 31]","[89607, 89608]",Batman: Arkham Knight Crime Fighter Challenge Pack 1,5503,"[6, 48, 49]",[2],1.0,"[66086, 184068, 184069]","[19206, 19207]","[37419, 76253, 78632, 87622, 96217, 103292, 105049, 106987, 111130, 113109]",batman-arkham-knight-crime-fighter-challenge-pack-1,,"Grab this Crime Fighter Challenge Pack and receive 6 AR challenges for Batman, Nightwing, Robin and Catwoman. This expansive challenge pack allows focused training in Freeflow Combat and Invisible Predator stealth incursion.","[1, 268435481, 268435487]",[1],,,1578096000,https://www.igdb.com/games/batman-arkham-knight-crime-fighter-challenge-pack-1,,,,,,68.0,,,,,,,
109,15523,,,,,1,18968.0,1450742400,1445990400.0,5.0,[5],,[1],[31],"[89542, 89543]",Batman: Arkham Knight - GCPD Lockdown,5503,"[6, 48, 49]",[2],1.0,"[66083, 184009, 184010]","[19213, 19217, 349900]","[26950, 37419, 78632, 87622, 96217, 103292, 105049, 106987, 111130, 113360]",batman-arkham-knight-gcpd-lockdown,"Some time has passed since the events of Arkham Knight, the criminals have been locked up, the Bat-Signal smashed and Batman gone. Penguin is trying to break out with the help of his gang. With Lucius at the comms, Nightwing has to take Penguin and put him back in the GCPD.","Set after the events of Arkham Knight, play as Nightwing to stop the Penguin from breaking out of the Gotham City Police Department in this thrilling story pack.","[1, 268435487, 536870926, 536871453, 536895188]",[1],45.6105649342315,5.0,1578096000,https://www.igdb.com/games/batman-arkham-knight-gcpd-lockdown,[6540],,45.6105649342315,5.0,"[14, 541, 24276]",68.0,,,,,,,
110,15524,,,,,1,18957.0,1450742400,1445990400.0,5.0,[5],,[1],"[25, 31]","[89599, 89600]",Batman: Arkham Knight - 2008 Tumbler Batmobile Pack,5503,"[6, 48, 49]",[2],1.0,"[66079, 184059, 184060]","[19209, 19218]","[37419, 76253, 78632, 87622, 96217, 103292, 105049, 106987, 111130, 113109]",batman-arkham-knight-2008-tumbler-batmobile-pack,,"Inspired by the 2008 movie 'The Dark Knight’, intimidate your foes with the Tumbler Batmobile and race through two themed tracks.","[1, 268435481, 268435487]",[1],,,1578096000,https://www.igdb.com/games/batman-arkham-knight-2008-tumbler-batmobile-pack,[6542],,,,,68.0,,,,,,,
111,15525,,,,,1,18965.0,1450742400,1442880000.0,5.0,[5],,[1],"[25, 31]","[89546, 89547]",Batman: Arkham Knight - Original Arkham Batman Skin,5503,"[6, 48, 49]",[2],1.668667173299743,"[61081, 184013, 184014]",[19212],"[37419, 76253, 78632, 87622, 96217, 103292, 105049, 106987, 111130, 113109]",batman-arkham-knight-original-arkham-batman-skin,,Fight the war against Gotham City with the original Arkham Asylum Batman costume.,"[1, 268435481, 268435487]",[1],,,1578096000,https://www.igdb.com/games/batman-arkham-knight-original-arkham-batman-skin,,,,,,68.0,,,1.0,,,,
112,15526,,,,,1,18962.0,1450742400,1445990400.0,5.0,[5],,[1],"[25, 31]","[89589, 89590]",Batman: Arkham Knight - Crime Fighter Challenge Pack 2,5503,"[6, 48, 49]",[2],1.0,"[66085, 184045, 184046]",[349926],"[37419, 76253, 78632, 87622, 96217, 103292, 105049, 106987, 111130, 113109]",batman-arkham-knight-crime-fighter-challenge-pack-2,,"Grab this Crime Fighter Challenge Pack and receive various challenge maps for Batman, Nightwing, Robin, Catwoman and the Batmobile. This expansive challenge pack allows focused training in Freeflow Combat and Invisible Predator stealth incursion.","[1, 268435481, 268435487]",[1],,,1578096000,https://www.igdb.com/games/batman-arkham-knight-crime-fighter-challenge-pack-2,[6543],,,,,68.0,,,,,,,
113,15527,,,,,1,18969.0,1450742400,1445990400.0,5.0,[5],,[1],"[25, 31]","[89581, 89582]",Batman: Arkham Knight - Batman Classic TV Series Batmobile Pack,5503,"[6, 48, 49]",[2],1.0,"[60300, 184038, 184039]",[19216],"[37419, 76253, 78632, 87622, 96217, 103292, 105049, 106987, 111130, 113109]",batman-arkham-knight-batman-classic-tv-series-batmobile-pack,,"Travel back in time with the Batman Classic TV Series Batmobile Pack. This pack includes the 1960s TV Series Batmobile, Classic TV Series Catwoman Skin, Classic TV Series Robin Skin and two racetracks inspired by the Batman Classic TV Series.","[1, 268435481, 268435487]",[1],,,1578096000,https://www.igdb.com/games/batman-arkham-knight-batman-classic-tv-series-batmobile-pack,,,,,,68.0,,,,,,,
114,15528,,,,,1,18959.0,1450742400,1445990400.0,5.0,[5],,[1],"[25, 31]","[89587, 89588]",Batman: Arkham Knight - Crime Fighter Challenge Pack 3,5503,"[6, 48, 49]",[2],1.0,"[66084, 184043, 184044]",[349925],"[37419, 76253, 78632, 87622, 96217, 103292, 105049, 106987, 111130, 113109]",batman-arkham-knight-crime-fighter-challenge-pack-3,,"Get this Crime Fighter Challenge Pack to receive various combat and predator maps featuring Batman, Nightwing, Robin, and the Batmobile. This expansive challenge pack allows focused training in Freeflow Combat and Invisible Predator stealth incursion.","[1, 268435481, 268435487]",[1],,,1578096000,https://www.igdb.com/games/batman-arkham-knight-crime-fighter-challenge-pack-3,,,,,,68.0,,,,,,,
